manufacturer,model_name,category,screen_size,screen,cpu,ram_gb,storage_gb,gpu,operating_system,operating_system_version,weight_kg,price,storage_device
Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.25,1365.0,SSD
Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.7,888.0,SSD
Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,500,Nvidia Quadro M520M,Windows,10,2.5,1956.0,SSD
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Chrome OS,,1.68,293.0,Flash Storage
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,Intel HD Graphics 620,Windows,10,0.81,1466.0,SSD
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows,10,1.86,479.0,SSD
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.6,1002.0,SSD
HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256,Nvidia Quadro M2000M,Windows,7,3.0,2602.0,SSD
Lenovo,N23 (N3060/4/128/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,Windows,10,1.4,422.0,SSD
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows,10,1.84,1689.0,SSD
Asus,X550VX-XX015D (i5-6300HQ/4/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,128,Nvidia GeForce GTX 950M,No OS,,2.45,515.0,HDD
Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1000,Intel HD Graphics 520,Windows,10,1.7,975.0,SSD
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256,Intel HD Graphics 620,Windows,10,2.37,756.0,SSD
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256,Intel HD Graphics 540,Windows,10,1.3,1066.0,SSD
HP,15-cb003na (i5-7300HQ/8/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128,Nvidia GeForce GTX 1050,Windows,10,2.2,977.0,SSD + HDD
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows,7,2.59,1388.0,SSD
Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1070,Windows,10,4.42,1701.0,SSD + HDD
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,2.1,533.0,SSD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050,Windows,10,2.5,932.0,SSD + HDD
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256,Intel HD Graphics 620,Windows,10,1.18,1653.0,SSD
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,256,Intel HD Graphics 615,Chrome OS,,1.1,1386.0,SSD
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.2,1004.0,SSD
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,1.65,755.0,HDD
Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows,10,1.6,582.0,SSD
Asus,X751NV-TY001 (N4200/4/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128,Nvidia GeForce 920MX,Windows,10,2.8,418.0,HDD
Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128,Nvidia GeForce GTX 960M,Windows,10,2.72,977.0,SSD + HDD
Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.31,1422.0,SSD
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Linux,,2.1,265.0,HDD
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon R7 M445,Windows,10,2.3,1050.0,SSD
Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon 540,Windows,10,1.71,1600.0,SSD
Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows,10,1.75,907.0,SSD
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500,Nvidia GeForce GTX 1050,Windows,10,2.62,977.0,HDD
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows,10,1.26,1106.0,SSD
Asus,Q524UQ-BHI7T15 (i7-7500U/12/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,500,Nvidia GeForce 940MX,Windows,10,2.3,746.0,HDD
Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro M2000M,Windows,7,2.5,1405.0,SSD
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows,10,1.8,566.0,SSD
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1060,Windows,10,1.95,1719.0,SSD
Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128,Intel HD Graphics 505,Windows,10,2.0,517.0,SSD
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1000,Nvidia GeForce GTX 1070M,Windows,10,4.42,2127.0,SSD + HDD
Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256,Nvidia GeForce GTX 1070,Windows,10,4.3,1393.0,SSD + HDD
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512,Nvidia GeForce 930M,Windows,10,1.47,1569.0,SSD
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,500,Intel HD Graphics 405,No OS,,2.2,293.0,HDD
Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,1.7,1363.0,SSD
MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1060,Windows,10,1.6,1681.0,SSD + HDD
MSI,GL62M (i5-7300HQ/8/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128,Nvidia GeForce GTX 1050,Windows,10,2.2,968.0,SSD + HDD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,128,Nvidia GeForce GTX 1050,Windows,10,2.4,888.0,HDD
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1060,Windows,10,4.2,1363.0,SSD + HDD
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,2.62,876.0,SSD
Asus,FX502VM-DM560T (i7-7700HQ/8/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX1060,Windows,10,2.24,1191.0,SSD + HDD
Vero,K146 (N3350/4/32/W10),Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,1.22,180.0,Flash Storage
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,1.37,1752.0,SSD
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R7 M460,Windows,10,2.08,853.0,SSD
Apple,MacBook 12,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512,Intel HD Graphics 5300,Mac OS,X,0.92,1036.0,Flash Storage
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.42,1381.0,SSD
Asus,R417NA-RS01 (N3350/4/32/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,1.63,266.0,Flash Storage
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,1.95,720.0,SSD
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.38,1200.0,SSD
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256,AMD Radeon R5 M420X,Windows,10,2.0,657.0,SSD
HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M2200,Windows,10,3.14,1836.0,SSD
Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,2.37,977.0,SSD
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.29,1333.0,SSD
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,2.06,1555.0,SSD
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Windows,10,1.63,662.0,SSD
HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows,10,1.26,1235.0,SSD
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,2.1,694.0,HDD
HP,15-ba043na (A12-9700P/8/2TB/W10),Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8,500,AMD Radeon R7 Graphics,Windows,10,2.04,559.0,HDD
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,1493.0,SSD
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Nvidia GeForce 920M,Windows,10,2.4,542.0,HDD
HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,500,AMD Radeon RX 580,Windows,10,3.74,1555.0,HDD
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1070,Windows,10,2.9,1432.0,SSD + HDD
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.81,1333.0,SSD
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,500,Nvidia GeForce GT 940MX,Windows,10,1.98,855.0,HDD
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R5 M420,Windows,10,2.18,702.0,SSD
Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.32,1653.0,SSD
Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16,512,Intel HD Graphics 620,Windows,10,1.29,1600.0,SSD
HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,,1.23,342.0,Flash Storage
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128,Nvidia GeForce GTX 1060,Windows,10,4.36,1485.0,SSD + HDD
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,1.76,671.0,HDD
Lenovo,V110-15ISK (i3-6006U/4/500/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,2.1,436.0,HDD
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows,10,1.25,969.0,SSD
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,1.13,1481.0,SSD
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,2.4,1066.0,SSD
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.13,1667.0,Flash Storage
Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4,128,Intel HD Graphics 510,Windows,10,1.75,444.0,SSD
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.1,1208.0,SSD
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,1.76,520.0,HDD
Acer,Chromebook 11,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics 400,Chrome OS,,1.35,316.0,Flash Storage
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,128,Intel HD Graphics 620,Windows,10,1.5,550.0,SSD
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,512,Nvidia GeForce GTX 1080,Windows,10,3.49,3260.0,SSD
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16,512,Intel HD Graphics 520,Windows,10,1.1,1866.0,SSD
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Nvidia GeForce 920,Linux,,2.1,461.0,HDD
Lenovo,Thinkpad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,1.7,1055.0,SSD
Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows,10,1.32,1467.0,SSD
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1070,Windows,10,3.21,1645.0,SSD + HDD
Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1070,Windows,10,2.9,1434.0,SSD + HDD
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows,10,2.0,595.0,HDD
Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,,1.5,289.0,Flash Storage
Asus,R558UA-DM966T (i5-7200U/8/128/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,2.3,525.0,HDD
Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512,Nvidia GeForce GTX 1060,Windows,10,2.73,1600.0,SSD + HDD
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,512,Nvidia GeForce GTX 1070,Windows,10,4.42,1822.0,SSD + HDD
HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,500,Nvidia GeForce 930MX,Windows,10,2.63,809.0,HDD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,2.18,635.0,SSD
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows,7,1.54,1663.0,SSD
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,256,AMD Radeon R5 M420,Windows,10,2.18,657.0,SSD
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Chrome OS,,1.4,547.0,Flash Storage
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,512,Nvidia GeForce 940M,Windows,10,1.45,912.0,SSD
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.28,1350.0,SSD
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows,10,1.54,1305.0,SSD
HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,No OS,,1.86,266.0,SSD
Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128,Nvidia GeForce GTX 1060,Windows,10,2.1,1689.0,SSD + HDD
Dell,Inspiron 5767,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,500,AMD Radeon R7 M445,Linux,,2.83,769.0,HDD
Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GT 940MX,Windows,10,1.96,1692.0,SSD
Asus,K556UR-DM621T (i7-7500U/8/256/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce GTX 930MX,Windows,10,2.3,700.0,SSD
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,1.9,840.0,SSD
Asus,X541NA (N4200/4/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Windows,10,2.0,399.0,HDD
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows,10,1.28,1517.0,SSD
Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,500,Intel HD Graphics 520,Windows,10,1.62,577.0,HDD
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,128,Intel HD Graphics 520,No OS,,2.2,417.0,HDD
Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,Intel HD Graphics 620,Windows,10,2.3,756.0,HDD
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,AMD Radeon R7 M465,Windows,10,1.84,1200.0,SSD
Toshiba,Portege X30-D-10X,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows,10,1.05,1143.0,SSD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,500,Nvidia GeForce GTX 1050,No OS,,2.5,904.0,HDD
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16,512,Intel Iris Plus Graphics 640,Windows,10,1.29,1992.0,SSD
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,2.07,809.0,HDD
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,1.2,974.0,SSD
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,1.37,1734.0,SSD
Acer,TMX349-G2-M-50FS (i5-7200U/8/256/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,1.56,802.0,SSD
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500,Nvidia Quadro M620,Windows,10,2.23,1581.0,HDD
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,2.38,938.0,HDD
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128,AMD Radeon R5 M430,No OS,,2.2,426.0,HDD
Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,2.0,1234.0,SSD
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1000,Intel HD Graphics 620,Windows,10,1.44,654.0,SSD
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,Nvidia GeForce 940MX,Windows,10,1.23,1644.0,SSD
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows,10,1.6,1503.0,SSD
Asus,X541NA-GO121 (N4200/4/1TB/Linux),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Linux,,2.0,355.0,HDD
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Nvidia GeForce 940MX,Windows,10,1.28,831.0,SSD
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Nvidia GeForce 940MX,Windows,10,2.18,811.0,SSD + HDD
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,2.04,746.0,SSD
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,1.28,1512.0,SSD
HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,2.3,609.0,HDD
Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,1.65,309.0,Flash Storage
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,500,Nvidia GeForce 940MX,Windows,10,2.2,595.0,HDD
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500,Intel HD Graphics,Windows,10,2.2,328.0,HDD
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,1.28,1600.0,SSD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128,AMD Radeon R5 M420X,Linux,,2.18,405.0,HDD
Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,128,Nvidia GeForce GTX 1050,Windows,10,2.2,1218.0,SSD + HDD
Acer,Chromebook C731-C78G,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics 400,Chrome OS,,1.25,264.0,Flash Storage
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4,500,AMD Radeon R3,Windows,10,2.8,337.0,HDD
